State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Gujarat,PANCH MAHALS,2010,Whole Year ,Garlic,700,4300
Gujarat,PANCH MAHALS,2010,Whole Year ,Guar seed,400,300
Gujarat,PANCH MAHALS,2010,Whole Year ,Onion,400,10800
Gujarat,PANCH MAHALS,2010,Whole Year ,Potato,200,3700
Gujarat,PANCH MAHALS,2010,Whole Year ,Sugarcane,100,7000
Gujarat,PANCH MAHALS,2011,Whole Year ,Banana,100,6400
Gujarat,PANCH MAHALS,2011,Whole Year ,Dry chillies,400,300
Gujarat,PANCH MAHALS,2011,Whole Year ,Garlic,300,2300
Gujarat,PANCH MAHALS,2011,Whole Year ,Guar seed,800,500
Gujarat,PANCH MAHALS,2011,Whole Year ,other oilseeds,2100,900
Gujarat,PANCH MAHALS,2011,Whole Year ,Potato,300,7300
Gujarat,PANCH MAHALS,2012,Whole Year ,Banana,100,5200
Gujarat,PANCH MAHALS,2012,Whole Year ,Dry chillies,100,100
Gujarat,PANCH MAHALS,2012,Whole Year ,Garlic,300,1400
Gujarat,PANCH MAHALS,2012,Whole Year ,Guar seed,4800,2900
Gujarat,PANCH MAHALS,2012,Whole Year ,Potato,100,1100
Gujarat,PATAN,2003,Whole Year ,Dry chillies,200,100
Gujarat,PATAN,2003,Whole Year ,Guar seed,12500,8100
Gujarat,PATAN,2003,Whole Year ,Potato,100,2600
Gujarat,PATAN,2004,Whole Year ,Dry chillies,300,200
Gujarat,PATAN,2004,Whole Year ,Guar seed,15000,10600
Gujarat,PATAN,2004,Whole Year ,Potato,100,3000
Gujarat,PATAN,2004,Whole Year ,Tobacco,100,200
Gujarat,PATAN,2005,Whole Year ,Dry chillies,400,300
Gujarat,PATAN,2005,Whole Year ,Guar seed,16100,11300
Gujarat,PATAN,2005,Whole Year ,Potato,100,3300
Gujarat,PATAN,2005,Whole Year ,Tobacco,100,100
Gujarat,PATAN,2006,Whole Year ,Dry chillies,300,200
Gujarat,PATAN,2006,Whole Year ,Guar seed,14500,6900
Gujarat,PATAN,2006,Whole Year ,Potato,200,4200
Gujarat,PATAN,2007,Whole Year ,Dry chillies,300,200
Gujarat,PATAN,2007,Whole Year ,Guar seed,12000,11700
Gujarat,PATAN,2007,Whole Year ,Potato,300,6300
Gujarat,PATAN,2007,Whole Year ,Tobacco,100,100
Gujarat,PATAN,2008,Whole Year ,Dry chillies,200,200
Gujarat,PATAN,2008,Whole Year ,Guar seed,9000,5400
Gujarat,PATAN,2008,Whole Year ,Potato,300,6100
Gujarat,PATAN,2009,Whole Year ,Dry chillies,300,300
Gujarat,PATAN,2009,Whole Year ,Guar seed,9700,2700
Gujarat,PATAN,2009,Whole Year ,Potato,500,10900
Gujarat,PATAN,2010,Whole Year ,Dry chillies,200,200
Gujarat,PATAN,2010,Whole Year ,Guar seed,5600,3900
Gujarat,PATAN,2010,Whole Year ,Potato,700,15700
Gujarat,PATAN,2011,Whole Year ,Dry chillies,200,200
Gujarat,PATAN,2011,Whole Year ,Guar seed,4400,2500
Gujarat,PATAN,2011,Whole Year ,other oilseeds,200,100
Gujarat,PATAN,2011,Whole Year ,Potato,700,15900
Gujarat,PATAN,2012,Whole Year ,Dry chillies,200,200
Gujarat,PATAN,2012,Whole Year ,Guar seed,13300,8000
Gujarat,PATAN,2012,Whole Year ,Potato,500,11400
Gujarat,PORBANDAR,2003,Whole Year ,Garlic,400,3100
Gujarat,PORBANDAR,2003,Whole Year ,Onion,1100,36100
Gujarat,PORBANDAR,2004,Whole Year ,Garlic,700,3500
Gujarat,PORBANDAR,2004,Whole Year ,Onion,2000,60800
Gujarat,PORBANDAR,2005,Whole Year ,Garlic,600,4200
Gujarat,PORBANDAR,2005,Whole Year ,Onion,1300,38700
Gujarat,PORBANDAR,2006,Whole Year ,Garlic,600,3800
Gujarat,PORBANDAR,2006,Whole Year ,Onion,2000,45300
Gujarat,PORBANDAR,2007,Whole Year ,Garlic,600,3900
Gujarat,PORBANDAR,2007,Whole Year ,Guar seed,300,200
Gujarat,PORBANDAR,2007,Whole Year ,Onion,1500,43900
Gujarat,PORBANDAR,2008,Whole Year ,Garlic,100,700
Gujarat,PORBANDAR,2009,Whole Year ,Garlic,100,600
Gujarat,PORBANDAR,2010,Whole Year ,Garlic,200,900
Gujarat,PORBANDAR,2010,Whole Year ,Onion,1100,30100
Gujarat,PORBANDAR,2011,Whole Year ,Garlic,300,2200
Gujarat,PORBANDAR,2011,Whole Year ,other oilseeds,8700,3800
Gujarat,PORBANDAR,2012,Whole Year ,Garlic,100,400
Gujarat,RAJKOT,1997,Whole Year ,Castor seed,12700,57000
Gujarat,RAJKOT,1997,Whole Year ,Cotton(lint),143800,528800
Gujarat,RAJKOT,1997,Whole Year ,Garlic,4800,33400
Gujarat,RAJKOT,1997,Whole Year ,Onion,3400,132600
Gujarat,RAJKOT,1997,Whole Year ,Pulses total,17200,136
Gujarat,RAJKOT,1997,Whole Year ,Sesamum,34800,23200
Gujarat,RAJKOT,1997,Whole Year ,Sugarcane,500,37000
Gujarat,RAJKOT,1998,Whole Year ,Dry chillies,1900,2200
Gujarat,RAJKOT,1998,Whole Year ,Garlic,7800,53800
Gujarat,RAJKOT,1998,Whole Year ,Oilseeds total,472500,606100
Gujarat,RAJKOT,1998,Whole Year ,Onion,7100,265400
Gujarat,RAJKOT,1998,Whole Year ,Pulses total,24900,17600
Gujarat,RAJKOT,1998,Whole Year ,Sugarcane,400,27000
Gujarat,RAJKOT,1999,Whole Year ,Dry chillies,1700,1700
Gujarat,RAJKOT,1999,Whole Year ,Garlic,1200,7400
Gujarat,RAJKOT,1999,Whole Year ,Onion,1400,35300
Gujarat,RAJKOT,1999,Whole Year ,Sugarcane,200,17000
Gujarat,RAJKOT,2000,Whole Year ,Dry chillies,1200,1200
Gujarat,RAJKOT,2000,Whole Year ,Garlic,300,2000
Gujarat,RAJKOT,2000,Whole Year ,Onion,200,5400
Gujarat,RAJKOT,2000,Whole Year ,Sugarcane,100,10000
Gujarat,RAJKOT,2001,Whole Year ,Dry chillies,1300,1400
Gujarat,RAJKOT,2001,Whole Year ,Garlic,1000,7400
Gujarat,RAJKOT,2001,Whole Year ,Onion,1100,38200
Gujarat,RAJKOT,2001,Whole Year ,Sugarcane,100,4000
Gujarat,RAJKOT,2002,Whole Year ,Dry chillies,600,900
Gujarat,RAJKOT,2002,Whole Year ,Garlic,1000,8200
Gujarat,RAJKOT,2002,Whole Year ,Onion,700,19500
Gujarat,RAJKOT,2002,Whole Year ,Sugarcane,300,18000
Gujarat,RAJKOT,2003,Whole Year ,Dry chillies,300,400
Gujarat,RAJKOT,2003,Whole Year ,Garlic,5900,44200
Gujarat,RAJKOT,2003,Whole Year ,Onion,3700,119300
Gujarat,RAJKOT,2004,Whole Year ,Dry chillies,300,400
Gujarat,RAJKOT,2004,Whole Year ,Garlic,6800,50300
Gujarat,RAJKOT,2004,Whole Year ,Onion,5300,157900
Gujarat,RAJKOT,2005,Whole Year ,Dry chillies,400,500
Gujarat,RAJKOT,2005,Whole Year ,Garlic,9400,64300
Gujarat,RAJKOT,2005,Whole Year ,Onion,8200,252700
Gujarat,RAJKOT,2005,Whole Year ,Sugarcane,100,10000
Gujarat,RAJKOT,2006,Whole Year ,Dry chillies,100,100
Gujarat,RAJKOT,2006,Whole Year ,Garlic,8200,48900
Gujarat,RAJKOT,2006,Whole Year ,Onion,6300,186600
Gujarat,RAJKOT,2006,Whole Year ,Sugarcane,300,27000
Gujarat,RAJKOT,2007,Whole Year ,Dry chillies,600,700
Gujarat,RAJKOT,2007,Whole Year ,Garlic,10900,78800
Gujarat,RAJKOT,2007,Whole Year ,Onion,6900,223400
Gujarat,RAJKOT,2007,Whole Year ,Sugarcane,200,18000
Gujarat,RAJKOT,2008,Whole Year ,Dry chillies,100,100
Gujarat,RAJKOT,2008,Whole Year ,Garlic,9500,63300
Gujarat,RAJKOT,2008,Whole Year ,Guar seed,400,100
Gujarat,RAJKOT,2008,Whole Year ,Sugarcane,200,17000
Gujarat,RAJKOT,2009,Whole Year ,Dry chillies,100,100
Gujarat,RAJKOT,2009,Whole Year ,Garlic,4800,31800
Gujarat,RAJKOT,2009,Whole Year ,Sugarcane,200,14000
Gujarat,RAJKOT,2010,Whole Year ,Garlic,8900,56200
Gujarat,RAJKOT,2010,Whole Year ,Onion,8600,249800
Gujarat,RAJKOT,2010,Whole Year ,Sugarcane,200,14000
Gujarat,RAJKOT,2011,Whole Year ,Garlic,11600,80100
Gujarat,RAJKOT,2011,Whole Year ,Potato,100,1300
Gujarat,RAJKOT,2011,Whole Year ,Sugarcane,100,5000
Gujarat,RAJKOT,2012,Whole Year ,Dry chillies,100,100
Gujarat,RAJKOT,2012,Whole Year ,Garlic,900,4500
Gujarat,RAJKOT,2012,Whole Year ,Guar seed,1400,800
Gujarat,SABAR KANTHA,1997,Whole Year ,Castor seed,44700,78300
Gujarat,SABAR KANTHA,1997,Whole Year ,Cotton(lint),23900,56400
Gujarat,SABAR KANTHA,1997,Whole Year ,Garlic,100,600
Gujarat,SABAR KANTHA,1997,Whole Year ,Maize,120100,223200
Gujarat,SABAR KANTHA,1997,Whole Year ,Potato,4200,92200
Gujarat,SABAR KANTHA,1997,Whole Year ,Pulses total,100400,821
Gujarat,SABAR KANTHA,1997,Whole Year ,Rice,29800,54900
Gujarat,SABAR KANTHA,1997,Whole Year ,Sesamum,6100,3200
Gujarat,SABAR KANTHA,1997,Whole Year ,Sugarcane,500,37000
Gujarat,SABAR KANTHA,1997,Whole Year ,Tobacco,100,200
Gujarat,SABAR KANTHA,1998,Whole Year ,Banana,100,3600
Gujarat,SABAR KANTHA,1998,Whole Year ,Dry chillies,100,100
Gujarat,SABAR KANTHA,1998,Whole Year ,Oilseeds total,118000,188600
Gujarat,SABAR KANTHA,1998,Whole Year ,Onion,200,6900
Gujarat,SABAR KANTHA,1998,Whole Year ,Potato,5400,129500
Gujarat,SABAR KANTHA,1998,Whole Year ,Pulses total,108600,94400
Gujarat,SABAR KANTHA,1998,Whole Year ,Sugarcane,600,38000
Gujarat,SABAR KANTHA,1998,Whole Year ,Tobacco,600,1100
Gujarat,SABAR KANTHA,1999,Whole Year ,Dry chillies,200,200
Gujarat,SABAR KANTHA,1999,Whole Year ,Garlic,100,300
Gujarat,SABAR KANTHA,1999,Whole Year ,Onion,100,3100
Gujarat,SABAR KANTHA,1999,Whole Year ,Potato,3300,68100
Gujarat,SABAR KANTHA,1999,Whole Year ,Sugarcane,600,40000
Gujarat,SABAR KANTHA,1999,Whole Year ,Tobacco,100,100
Gujarat,SABAR KANTHA,2000,Whole Year ,Dry chillies,100,100
Gujarat,SABAR KANTHA,2000,Whole Year ,Guar seed,11000,2400
Gujarat,SABAR KANTHA,2000,Whole Year ,Onion,100,1200
Gujarat,SABAR KANTHA,2000,Whole Year ,Potato,2100,37400
Gujarat,SABAR KANTHA,2000,Whole Year ,Sugarcane,400,28000
Gujarat,SABAR KANTHA,2000,Whole Year ,Tobacco,100,100
Gujarat,SABAR KANTHA,2001,Whole Year ,Dry chillies,100,100
Gujarat,SABAR KANTHA,2001,Whole Year ,Garlic,100,900
Gujarat,SABAR KANTHA,2001,Whole Year ,Guar seed,12400,5200
Gujarat,SABAR KANTHA,2001,Whole Year ,Onion,300,7000
Gujarat,SABAR KANTHA,2001,Whole Year ,Potato,3700,81700
Gujarat,SABAR KANTHA,2001,Whole Year ,Sugarcane,200,17000
Gujarat,SABAR KANTHA,2001,Whole Year ,Tobacco,100,100
Gujarat,SABAR KANTHA,2002,Whole Year ,Dry chillies,200,100
Gujarat,SABAR KANTHA,2002,Whole Year ,Garlic,100,400
Gujarat,SABAR KANTHA,2002,Whole Year ,Guar seed,12600,6300
Gujarat,SABAR KANTHA,2002,Whole Year ,Onion,100,3800
Gujarat,SABAR KANTHA,2002,Whole Year ,Potato,3400,60600
Gujarat,SABAR KANTHA,2002,Whole Year ,Sugarcane,100,7000
Gujarat,SABAR KANTHA,2003,Whole Year ,Dry chillies,100,100
Gujarat,SABAR KANTHA,2003,Whole Year ,Garlic,200,1200
Gujarat,SABAR KANTHA,2003,Whole Year ,Guar seed,9000,8400
Gujarat,SABAR KANTHA,2003,Whole Year ,Onion,200,5700
Gujarat,SABAR KANTHA,2003,Whole Year ,Potato,3400,63000
Gujarat,SABAR KANTHA,2004,Whole Year ,Dry chillies,100,
Gujarat,SABAR KANTHA,2004,Whole Year ,Garlic,100,500
Gujarat,SABAR KANTHA,2004,Whole Year ,Guar seed,6400,6000
Gujarat,SABAR KANTHA,2004,Whole Year ,Onion,100,1900
Gujarat,SABAR KANTHA,2004,Whole Year ,Potato,3800,87900
Gujarat,SABAR KANTHA,2005,Whole Year ,Dry chillies,100,100
Gujarat,SABAR KANTHA,2005,Whole Year ,Garlic,100,900
Gujarat,SABAR KANTHA,2005,Whole Year ,Guar seed,7300,6400
Gujarat,SABAR KANTHA,2005,Whole Year ,Onion,100,3000
Gujarat,SABAR KANTHA,2005,Whole Year ,Potato,4100,104400
Gujarat,SABAR KANTHA,2006,Whole Year ,Dry chillies,100,100
Gujarat,SABAR KANTHA,2006,Whole Year ,Garlic,100,700
Gujarat,SABAR KANTHA,2006,Whole Year ,Guar seed,7900,3700
Gujarat,SABAR KANTHA,2006,Whole Year ,Potato,7800,149600
Gujarat,SABAR KANTHA,2006,Whole Year ,Tobacco,700,1200
Gujarat,SABAR KANTHA,2007,Whole Year ,Dry chillies,100,100
Gujarat,SABAR KANTHA,2007,Whole Year ,Garlic,200,1100
Gujarat,SABAR KANTHA,2007,Whole Year ,Guar seed,4900,3600
Gujarat,SABAR KANTHA,2007,Whole Year ,Onion,100,3400
Gujarat,SABAR KANTHA,2007,Whole Year ,Potato,13500,279900
Gujarat,SABAR KANTHA,2008,Whole Year ,Dry chillies,200,200
Gujarat,SABAR KANTHA,2008,Whole Year ,Garlic,100,800
Gujarat,SABAR KANTHA,2008,Whole Year ,Guar seed,7500,2600
Gujarat,SABAR KANTHA,2008,Whole Year ,Potato,7600,136300
Gujarat,SABAR KANTHA,2009,Whole Year ,Dry chillies,100,100
Gujarat,SABAR KANTHA,2009,Whole Year ,Guar seed,7800,2200
Gujarat,SABAR KANTHA,2009,Whole Year ,Potato,5800,75800
Gujarat,SABAR KANTHA,2010,Whole Year ,Guar seed,4200,2400
Gujarat,SABAR KANTHA,2010,Whole Year ,Potato,8800,168200
Gujarat,SABAR KANTHA,2011,Whole Year ,Banana,100,3600
Gujarat,SABAR KANTHA,2011,Whole Year ,Garlic,100,100
Gujarat,SABAR KANTHA,2011,Whole Year ,Guar seed,5000,2900
Gujarat,SABAR KANTHA,2011,Whole Year ,Potato,14700,292100
Gujarat,SABAR KANTHA,2012,Whole Year ,Banana,100,3600
Gujarat,SABAR KANTHA,2012,Whole Year ,Dry chillies,100,100
Gujarat,SABAR KANTHA,2012,Whole Year ,Guar seed,28200,17000
Gujarat,SABAR KANTHA,2012,Whole Year ,Potato,9100,234300
Gujarat,SURAT,1997,Whole Year ,Banana,2000,114600
Gujarat,SURAT,1997,Whole Year ,Castor seed,100,300
Gujarat,SURAT,1997,Whole Year ,Cotton(lint),5000,13000
Gujarat,SURAT,1997,Whole Year ,Maize,1300,2900
Gujarat,SURAT,1997,Whole Year ,Onion,100,3200
Gujarat,SURAT,1997,Whole Year ,Pulses total,28500,188
Gujarat,SURAT,1997,Whole Year ,Ragi,100,100
Gujarat,SURAT,1997,Whole Year ,Rice,81900,149100
Gujarat,SURAT,1997,Whole Year ,Sesamum,100,100
Gujarat,SURAT,1997,Whole Year ,Sugarcane,95200,6888000
Gujarat,SURAT,1998,Whole Year ,Banana,2100,135500
Gujarat,SURAT,1998,Whole Year ,Dry chillies,1000,1400
Gujarat,SURAT,1998,Whole Year ,Oilseeds total,22800,30600
Gujarat,SURAT,1998,Whole Year ,Onion,100,4000
Gujarat,SURAT,1998,Whole Year ,Pulses total,30300,30300
Gujarat,SURAT,1998,Whole Year ,Sugarcane,113300,8326000
Gujarat,SURAT,1999,Whole Year ,Banana,1400,96600
Gujarat,SURAT,1999,Whole Year ,Dry chillies,1000,1300
Gujarat,SURAT,1999,Whole Year ,Onion,400,8600
Gujarat,SURAT,1999,Whole Year ,Sugarcane,120400,8751000
Gujarat,SURAT,2000,Whole Year ,Banana,2200,99700
Gujarat,SURAT,2000,Whole Year ,Dry chillies,1100,1300
Gujarat,SURAT,2000,Whole Year ,Onion,300,7100
Gujarat,SURAT,2000,Whole Year ,Sugarcane,119000,8887000
Gujarat,SURAT,2001,Whole Year ,Banana,2900,187600
Gujarat,SURAT,2001,Whole Year ,Dry chillies,1000,1100
Gujarat,SURAT,2001,Whole Year ,Onion,400,11400
Gujarat,SURAT,2001,Whole Year ,Sugarcane,113600,8521000
Gujarat,SURAT,2002,Whole Year ,Dry chillies,1400,1600
Gujarat,SURAT,2002,Whole Year ,Onion,500,13000
Gujarat,SURAT,2002,Whole Year ,Sugarcane,118300,8304000
Gujarat,SURAT,2003,Whole Year ,Banana,2900,214100
Gujarat,SURAT,2003,Whole Year ,Dry chillies,1600,1800
Gujarat,SURAT,2003,Whole Year ,Onion,500,17200
Gujarat,SURAT,2003,Whole Year ,Sugarcane,102700,7717000
Gujarat,SURAT,2004,Whole Year ,Banana,3200,195000
Gujarat,SURAT,2004,Whole Year ,Dry chillies,100,100
Gujarat,SURAT,2004,Whole Year ,Garlic,100,400
Gujarat,SURAT,2004,Whole Year ,Onion,600,16800
Gujarat,SURAT,2004,Whole Year ,Sugarcane,116500,9071000
Gujarat,SURAT,2005,Whole Year ,Banana,2200,159300
Gujarat,SURAT,2005,Whole Year ,Dry chillies,100,100
Gujarat,SURAT,2005,Whole Year ,Garlic,100,700
Gujarat,SURAT,2005,Whole Year ,Onion,700,20800
Gujarat,SURAT,2005,Whole Year ,Sugarcane,130600,11754000
Gujarat,SURAT,2006,Whole Year ,Banana,2300,183400
Gujarat,SURAT,2006,Whole Year ,Dry chillies,200,200
Gujarat,SURAT,2006,Whole Year ,Garlic,100,300
Gujarat,SURAT,2006,Whole Year ,Onion,600,14100
Gujarat,SURAT,2006,Whole Year ,Sugarcane,119600,9147000
Gujarat,SURAT,2007,Whole Year ,Banana,3600,239800
Gujarat,SURAT,2007,Whole Year ,Dry chillies,200,200
Gujarat,SURAT,2007,Whole Year ,Garlic,100,400
Gujarat,SURAT,2007,Whole Year ,Onion,600,19400
Gujarat,SURAT,2007,Whole Year ,Sugarcane,125900,9020000
Gujarat,SURAT,2008,Whole Year ,Banana,2900,224800
Gujarat,SURAT,2008,Whole Year ,Dry chillies,100,100
Gujarat,SURAT,2008,Whole Year ,Guar seed,100,100
Gujarat,SURAT,2008,Whole Year ,Sugarcane,112400,7974000
Gujarat,SURAT,2009,Whole Year ,Banana,2900,211600
Gujarat,SURAT,2009,Whole Year ,Dry chillies,200,200
Gujarat,SURAT,2009,Whole Year ,Garlic,100,500
Gujarat,SURAT,2009,Whole Year ,Sugarcane,101400,7007000
Gujarat,SURAT,2010,Whole Year ,Banana,3000,197200
Gujarat,SURAT,2010,Whole Year ,Guar seed,100,100
Gujarat,SURAT,2010,Whole Year ,Onion,300,9400
Gujarat,SURAT,2010,Whole Year ,Sugarcane,98900,7411000
Gujarat,SURAT,2011,Whole Year ,Banana,1700,110100
Gujarat,SURAT,2011,Whole Year ,Garlic,100,300
Gujarat,SURAT,2011,Whole Year ,Guar seed,2200,1300
Gujarat,SURAT,2011,Whole Year ,other oilseeds,500,200
Gujarat,SURAT,2011,Whole Year ,Potato,100,1400
Gujarat,SURAT,2011,Whole Year ,Sugarcane,105900,6942000
Gujarat,SURAT,2012,Whole Year ,Banana,1000,79300
Gujarat,SURAT,2012,Whole Year ,Dry chillies,100,100
Gujarat,SURAT,2012,Whole Year ,Garlic,100,200
Gujarat,SURAT,2012,Whole Year ,Sugarcane,84400,611300
Gujarat,SURENDRANAGAR,1997,Whole Year ,Castor seed,3600,8300
Gujarat,SURENDRANAGAR,1997,Whole Year ,Cotton(lint),398200,700000
Gujarat,SURENDRANAGAR,1997,Whole Year ,Garlic,100,400
Gujarat,SURENDRANAGAR,1997,Whole Year ,Onion,200,5900
Gujarat,SURENDRANAGAR,1997,Whole Year ,Pulses total,10700,52
Gujarat,SURENDRANAGAR,1997,Whole Year ,Rice,600,1200
Gujarat,SURENDRANAGAR,1997,Whole Year ,Sesamum,62900,34400
Gujarat,SURENDRANAGAR,1997,Whole Year ,Sugarcane,400,32000
Gujarat,SURENDRANAGAR,1998,Whole Year ,Dry chillies,300,500
Gujarat,SURENDRANAGAR,1998,Whole Year ,Oilseeds total,96400,71800
Gujarat,SURENDRANAGAR,1998,Whole Year ,Onion,400,11800
Gujarat,SURENDRANAGAR,1998,Whole Year ,Pulses total,17100,8200
Gujarat,SURENDRANAGAR,1998,Whole Year ,Sugarcane,600,42000
Gujarat,SURENDRANAGAR,1999,Whole Year ,Dry chillies,400,500
Gujarat,SURENDRANAGAR,1999,Whole Year ,Onion,1500,34200
Gujarat,SURENDRANAGAR,1999,Whole Year ,Sugarcane,600,42000
Gujarat,SURENDRANAGAR,2000,Whole Year ,Dry chillies,300,400
Gujarat,SURENDRANAGAR,2000,Whole Year ,Garlic,100,500
Gujarat,SURENDRANAGAR,2000,Whole Year ,Onion,500,9300
Gujarat,SURENDRANAGAR,2000,Whole Year ,Sugarcane,400,29000
Gujarat,SURENDRANAGAR,2001,Whole Year ,Dry chillies,200,300
Gujarat,SURENDRANAGAR,2001,Whole Year ,Garlic,100,300
Gujarat,SURENDRANAGAR,2001,Whole Year ,Onion,300,9200
Gujarat,SURENDRANAGAR,2001,Whole Year ,Sugarcane,100,5000
Gujarat,SURENDRANAGAR,2002,Whole Year ,Garlic,100,600
Gujarat,SURENDRANAGAR,2002,Whole Year ,Onion,400,10300
Gujarat,SURENDRANAGAR,2002,Whole Year ,Sugarcane,400,26000
Gujarat,SURENDRANAGAR,2003,Whole Year ,Garlic,700,5200
Gujarat,SURENDRANAGAR,2003,Whole Year ,Onion,800,26800
Gujarat,SURENDRANAGAR,2004,Whole Year ,Dry chillies,100,100
Gujarat,SURENDRANAGAR,2004,Whole Year ,Garlic,800,3800
Gujarat,SURENDRANAGAR,2004,Whole Year ,Onion,800,24700
Gujarat,SURENDRANAGAR,2004,Whole Year ,Sugarcane,500,35000
Gujarat,SURENDRANAGAR,2005,Whole Year ,Dry chillies,100,100
Gujarat,SURENDRANAGAR,2005,Whole Year ,Garlic,200,1100
Gujarat,SURENDRANAGAR,2005,Whole Year ,Onion,400,13300
Gujarat,SURENDRANAGAR,2005,Whole Year ,Sugarcane,100,5000
Gujarat,SURENDRANAGAR,2006,Whole Year ,Dry chillies,200,200
Gujarat,SURENDRANAGAR,2006,Whole Year ,Garlic,300,1600
Gujarat,SURENDRANAGAR,2006,Whole Year ,Onion,700,17100
Gujarat,SURENDRANAGAR,2006,Whole Year ,Sugarcane,300,21000
Gujarat,SURENDRANAGAR,2007,Whole Year ,Dry chillies,200,200
Gujarat,SURENDRANAGAR,2007,Whole Year ,Onion,300,9100
Gujarat,SURENDRANAGAR,2007,Whole Year ,Sugarcane,300,22000
Gujarat,SURENDRANAGAR,2008,Whole Year ,Dry chillies,100,100
Gujarat,SURENDRANAGAR,2008,Whole Year ,Sugarcane,100,6000
Gujarat,SURENDRANAGAR,2009,Whole Year ,Dry chillies,100,100
Gujarat,SURENDRANAGAR,2009,Whole Year ,Potato,100,1600
Gujarat,SURENDRANAGAR,2009,Whole Year ,Sugarcane,100,7000
Gujarat,SURENDRANAGAR,2010,Whole Year ,Dry chillies,100,100
Gujarat,SURENDRANAGAR,2010,Whole Year ,Garlic,100,300
Gujarat,SURENDRANAGAR,2010,Whole Year ,Onion,700,21500
Gujarat,SURENDRANAGAR,2010,Whole Year ,Sugarcane,100,7000
Gujarat,SURENDRANAGAR,2011,Whole Year ,Dry chillies,100,100
Gujarat,SURENDRANAGAR,2011,Whole Year ,Garlic,600,3800
Gujarat,SURENDRANAGAR,2011,Whole Year ,other oilseeds,800,400
Gujarat,SURENDRANAGAR,2011,Whole Year ,Sugarcane,100,6000
Gujarat,SURENDRANAGAR,2012,Whole Year ,Dry chillies,100,100
Gujarat,SURENDRANAGAR,2012,Whole Year ,Garlic,100,600
Gujarat,SURENDRANAGAR,2012,Whole Year ,Guar seed,1100,600
Gujarat,SURENDRANAGAR,2012,Whole Year ,Potato,100,2000
Gujarat,TAPI,2008,Whole Year ,Banana,400,36000
Gujarat,TAPI,2008,Whole Year ,Dry chillies,100,100
Gujarat,TAPI,2008,Whole Year ,Sugarcane,19500,1420000
Gujarat,TAPI,2009,Whole Year ,Banana,300,25900
Gujarat,TAPI,2009,Whole Year ,Dry chillies,100,100
Gujarat,TAPI,2009,Whole Year ,Sugarcane,15800,1122000
Gujarat,TAPI,2010,Whole Year ,Banana,300,20000
Gujarat,TAPI,2010,Whole Year ,Dry chillies,100,100
Gujarat,TAPI,2010,Whole Year ,Onion,700,17900
Gujarat,TAPI,2010,Whole Year ,Sugarcane,10100,516000
Gujarat,TAPI,2011,Whole Year ,Banana,200,11700
Gujarat,TAPI,2011,Whole Year ,Dry chillies,100,100
Gujarat,TAPI,2011,Whole Year ,Garlic,100,200
Gujarat,TAPI,2011,Whole Year ,Sugarcane,18100,803000
Gujarat,TAPI,2012,Whole Year ,Banana,200,14000
Gujarat,TAPI,2012,Whole Year ,Garlic,100,100
Gujarat,TAPI,2012,Whole Year ,Sugarcane,22400,167300
Gujarat,VADODARA,1997,Whole Year ,Banana,3700,245400
Gujarat,VADODARA,1997,Whole Year ,Castor seed,15000,20200
Gujarat,VADODARA,1997,Whole Year ,Cotton(lint),149800,246100
Gujarat,VADODARA,1997,Whole Year ,Maize,49200,86300
Gujarat,VADODARA,1997,Whole Year ,Onion,100,3500
Gujarat,VADODARA,1997,Whole Year ,Potato,800,17400
Gujarat,VADODARA,1997,Whole Year ,Pulses total,125600,936
Gujarat,VADODARA,1997,Whole Year ,Rice,54700,54700
Gujarat,VADODARA,1997,Whole Year ,Sesamum,1400,800
Gujarat,VADODARA,1997,Whole Year ,Sugarcane,1400,104000
Gujarat,VADODARA,1997,Whole Year ,Tobacco,25800,31400
Gujarat,VADODARA,1998,Whole Year ,Banana,4800,355600
Gujarat,VADODARA,1998,Whole Year ,Dry chillies,900,600
Gujarat,VADODARA,1998,Whole Year ,Oilseeds total,29300,36000
Gujarat,VADODARA,1998,Whole Year ,Onion,200,6500
Gujarat,VADODARA,1998,Whole Year ,Potato,600,13400
Gujarat,VADODARA,1998,Whole Year ,Pulses total,119300,98400
Gujarat,VADODARA,1998,Whole Year ,Sugarcane,3100,211000
Gujarat,VADODARA,1998,Whole Year ,Tobacco,21700,24600
Gujarat,VADODARA,1999,Whole Year ,Banana,3700,276100
Gujarat,VADODARA,1999,Whole Year ,Dry chillies,1300,500
Gujarat,VADODARA,1999,Whole Year ,Onion,300,6700
Gujarat,VADODARA,1999,Whole Year ,Potato,600,14000
Gujarat,VADODARA,1999,Whole Year ,Sugarcane,2100,145000
Gujarat,VADODARA,1999,Whole Year ,Tobacco,23800,25700
Gujarat,VADODARA,2000,Whole Year ,Banana,4200,308600
Gujarat,VADODARA,2000,Whole Year ,Dry chillies,2600,1000
Gujarat,VADODARA,2000,Whole Year ,Guar seed,1700,400
Gujarat,VADODARA,2000,Whole Year ,Onion,100,1100
Gujarat,VADODARA,2000,Whole Year ,Potato,500,10600
Gujarat,VADODARA,2000,Whole Year ,Sugarcane,1000,76000
Gujarat,VADODARA,2000,Whole Year ,Tobacco,15800,18800
Gujarat,VADODARA,2001,Whole Year ,Banana,4600,351100
Gujarat,VADODARA,2001,Whole Year ,Dry chillies,1300,600
